-,Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn / ln,Aboard,Fatalities,Ground,Summary
ACCIDENT DETAILS,"June 09, 1946",10:30,"Taboga Island, Panama",8.7871912,-79.5575342,Military - U.S. Army Air Forces,?,?,Douglas C-54D-DC (DC-4),43-17231,22181,23 (passengers:17 crew:6),23 (passengers:17 crew:6),0,Crashed into a summit after flying below the prescribed altitude.
ACCIDENT DETAILS,"June 09, 1946",13:15,"Near Abeokuta, Nigeria",7.147502,3.3619356,Military -Royal Air Force,?,Kano - Ikeja,Douglas C-47 Dakota,KG747,25291,18 (passengers:12 crew:6),18 (passengers:12 crew:6),0,"Flying low to avoid poor weather, the aircraft crashed while en route from Kano to Ikeja."
ACCIDENT DETAILS,"June 29, 1946",?,Off Malaya,,,Military - Royal Air Force,?,?,Douglas C-47B,KJ918,14641/26086,18 (passengers:? crew:?),18 (passengers:? crew:?),0,Disappeared.
ACCIDENT DETAILS,"June 29, 1946",?,"Pau, France",43.2951,-0.370797,Air France,?,?,Junkers Ju-52/3m,F-BAJS,AAC020,3 (passengers:0 crew:3),2 (passengers:0 crew:2),0,The cargo plane struck power lines and crashed while attempting to take off.
ACCIDENT DETAILS,"July 09, 1946",20:10,"Holyoke, Massachusetts",42.2042586,-72.6162009,Military - U.S. Army Air Forces,?,?,Boeing B17G,43-39136,?,25 (passengers:21 crew:4),25 (passengers:21 crew:4),0,Struck a slope on Mt. Tom during an approach to land at Westover Field.
ACCIDENT DETAILS,"July 11, 1946",?,"Reading, Pennsylvania",40.3369615,-75.9214385,Trans Continental and Western Air,513,Training flight,Lockheed L-049 Constellation,NC86513,2040,6 (passengers:0 crew:6),5 (passengers:0 crew:5),0,"The flight crashed due to an in-flight fire caused by failure of a generator lead-through stud installation in the baggage compartment causing intense heat due to electrical arching, ignition of fuselage insulation and creation of smoke rendering the crew incapable of controlling the aircraft. The plane crashed into powerlines and trees and burst into flames. The accident led to a 30-day grounding of all L-049s. The plane was named Star of Lisbon. Training flight."
ACCIDENT DETAILS,"July 13, 1946",?,"Tsinan, China",36.6518399,117.12009,Central Air Transport,?,?,Curtiss C-46,?,?,49 (passengers:47 crew:2),13 (passengers:11 crew:2),0,The aircraft crashed 1 mile from the airfield shortly after takeoff due to engine failure.
ACCIDENT DETAILS,"July 17, 1946",?,"Cuenca, Ecuador",-2.9001285,-79.0058965,ANDESA,?,Guayaquil - Cuenca,Curtiss C-46D-10-CU,HC-SCA,32982,30 (passengers:27 crew:3),30 (passengers:27 crew:3),0,Overshot the runway. The pilot was unable to regain altitude and the plane crashed into a hill and burst into flames.
ACCIDENT DETAILS,"July 18, 1946",21:10,"Goodland, Kansas",39.350833,-101.7101722,Military - U.S. Army Air Corps,?,Topeka - Denver,Douglas C-47,?,?,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,Crashed into a field during a thunder and lightning storm.
ACCIDENT DETAILS,"July 20, 1946",12:15,Off the Panama coast,8.537981,-80.782127,Military - (2) U.S. Army Air Forces,?,?,Boeing B-17G / Boeing B-17G,4485624/4485626,?,20 (passengers:? crew:?),20 (passengers:? crew:?),0,"The two aircraft collided in midair, 20 miles north of the Panamanian island of Coiba while searching for a missing plane. Ten died aboard each aircraft."
ACCIDENT DETAILS,"July 25, 1946",?,"Bassein, Burma",16.7753609,94.7381013,Military -Royal Air Force,?,?,Douglas C-47 Dakota,KN585,33219,22 (passengers:18 crew:4),22 (passengers:18 crew:4),0,Crashed into a swamp soon after taking off after suffering structural failure of the left wing in adverse weather conditions.
ACCIDENT DETAILS,"July 26, 1946",8:30,"Near Huatesco, Veracruz, Mexico",19.1508248,-96.9624892,Communicaciones Aereos de veracruz,?,Jalapa - Cordoba,Fairchild Pilgrim 100A,XA-DEJ,?,9 (passengers:? crew:?),9 (passengers:? crew:?),0,"Returned to the airport after suffering engine failure, the plane crashed 40 miles southeast of Jalapa."
ACCIDENT DETAILS,"August 07, 1946",?,"Oslo, Norway",59.9138688,10.7522454,British European Airways,?,Northolt - Oslo,Douglas C-47A-10-DK,G-AHCS,12348,16 (passengers:11 crew:5),3 (passengers:0 crew:3),0,"Flew into trees on Mistberget mountain at 2,000ft. while on approach to Oslo. Pilot error. Descended too early. Inexperience in radio range flying and inadequate equipment."
ACCIDENT DETAILS,"August 09, 1946",?,"Lakehurst, New Jersey",40.0146626,-74.3116763,Atlantic Central Airlines,?,Atlantic City - Newark,Lockheed 18-56 Lodestar,?,?,6 (passengers:4 crew:2),4 (passengers:2 crew:2),0,Crashed and burned while attempting to glide in for an emergency landing at Lakhurst Field.
ACCIDENT DETAILS,"August 14, 1946",?,"Malta-Luqa, Malta",35.8598629,14.4888722,BOAC,?,?,Douglas C-47A,G-AGHT,10103,5 (passengers:0 crew:5),1 (passengers:0 crew:1),0,"The port engine and, later, the starboard engine failed as the result of fuel starvation. Circumstantial evidence suggests strongly that this was caused by the inadvertent selection of the auxiliary fuel tanks which at that time contained only a small amount of fuel."
ACCIDENT DETAILS,"August 20, 1946","06,15","Rouen, France",49.4435261,1.0984309,British Overseas Airways,?,Palestine - London,Avro 691 Lancastrian 1,G-AGMF,1186,9 (passengers:0 crew:9),8 (passengers:0 crew:8),0,Descended through clouds and crashed. Premature descent by the crew without establishing their position. Training flight.
ACCIDENT DETAILS,"August 21, 1946",4:19,"Moline, Illinois",41.5067003,-90.5151342,Trans Luxury Airlines,878,Teterboro - Chicago - San Francisco,Douglas C-47-DL,N51878,4542,25 (passengers:22 crew:3),2 (passengers:0 crew:2),0,"While the aircraft was flying near Moline, the No. 1 engine failed. The prop was feathered and a descent initiated for an emergency landing.The aircraft overshot the landing and a go-around was executed. A left turn was made with the gear and flaps extended. The left wing touched the ground and the aircraft cartwheeled. The engine failure was caused by a No. 5 cylinder fracture."
ACCIDENT DETAILS,"August 24, 1946",?,"Cairo, Egypt",30.0444196,31.2357116,Misrair,?,?,Avro Anson,SU-ADJ,1272,9 (passengers:? crew:?),6 (passengers:? crew:?),0,Crashed and caught fire.
ACCIDENT DETAILS,"August 31, 1946",?,"Near Prince Rupert, British Columbia, Canada",54.3150367,-130.3208187,Queen Charlotte Airlines,?,Stewart - Prince Rupert,Supermarine Stranraer (flying boat),CF-BYL,?,7 (passengers:3 crew:4),7 (passengers:3 crew:4),0,Crashed in Chatham Sound while preparing to land in heavy fog.
ACCIDENT DETAILS,"September 03, 1946",17:00,"Holtug, Denmark",55.341539,12.405246,Air France,?,Copenhagen - Paris,Douglas DC-3 (C-53D-DO),F-BADB,11714,22 (passengers:17 crew:5),22 (passengers:17 crew:5),0,"Shortly after takeoff, the aircraft crashed into a field 40 miles south of Copenhagen, exploding and bursting into flames. One of the engines had caught fire prior to the crash resulting from a fuel leak."
ACCIDENT DETAILS,"September 04, 1946",9:15,"Le Bourget, France",48.936752,2.425377,Air France,?,Paris - Croydon,Douglas DC-3,F-BAXD,42975,26 (passengers:21 crew:5),20 (passengers:18 crew:2),1,Lost altitude after losing an engine on takeoff and crashed into a factory yard.
ACCIDENT DETAILS,"September 05, 1946",c 02:00,"Elko, Nevada",40.8436459,-115.7526187,Trans-Luxury Airlines,850,New York City - San Francisco,Douglas DC-3 (C-47-A5-DL),NC57850,9214,22 (passengers:19 crew:3),21 (passengers:18 crew:3),0,The aircraft lost contact with the ground in fog and crashed into a hillside while attempting to land at Elko Airport. A two-year-old boy was the only survivor. The pilot continued the approach after losing visual contact with the airport due to fog. Unfamiliarity of the pilot with the terrain. Insufficent fuel aboard to proceed to an alternate landing site.
ACCIDENT DETAILS,"September 07, 1946",?,"Bathurst, Gambia",13.454375,-16.5753186,British South American Airways,?,"Bathrust, - Argentina",Avro 685 York I,G-AHEW,1300,24 (passengers:20 crew:4),24 (passengers:20 crew:4),0,"The aircraft crashed shortly after takeoff after a loss of control by the captain. Loss of control by the captain for unknown reasons with mishandling of the controls the most likely explanation. The aircraft was named ""Star Leader."""
ACCIDENT DETAILS,"September 07, 1946",?,"Nome, Alaska",64.5005909,-165.4086406,Mt. McKinley Airfreight,?,?,Douglas C-47A,?,?,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,The cargo plane went off course and struck a fog covered mountain as it circled to land.
ACCIDENT DETAILS,"September 15, 1946",?,"Estevan, Saskatchewan, Canada",49.1390842,-102.9914807,Military - Royal Canadian Air Force,?,?,Douglas C-47A Dakota,962,12544,21 (passengers:? crew:?),21 (passengers:? crew:?),0,The pilot lost control of the aircraft after attempting a go-around maneuver.
ACCIDENT DETAILS,"September 17, 1946",1:17,"Brussels, Belgium",50.8260453,4.3802052,Sabena,?,Brussels - Croydon,Douglas C-47-DL,OO-AUR,4549,7 (passengers:4 crew:3),1 (passengers:0 crew:1),0,During its climb the plane rolled and crashed into hangers. Loss of airspeed for undetermined reasons.
ACCIDENT DETAILS,"September 18, 1946",415,"Near Gander, Newfoundland",48.9564842,-54.6083708,Sabena,?,Brussels - Shannon - Gander - New York City,Douglas DC-4-1009,OO-CBG,42986,44 (passengers:37 crew:7),27 (passengers:21 crew:6),0,The aircraft crashed 24 mi SW of the runway at Gander. Improper approach procedures by the pilot in poor weather.
ACCIDENT DETAILS,"September 19, 1946",?,"Near Tripoli, Libya",32.8877109,13.187186,Military -Royal Air Force,?,"St. Mawan, England - Almaza, Egypt",Avro Lancaster,NX690,?,25 (passengers:19 crew:6),25 (passengers:19 crew:6),0,Crashed after possibly being hit by lightning.
ACCIDENT DETAILS,"September 20, 1946",?,"Lochi Mountain, China",35.86166,104.195397,China National Aviation Corporation,?,"Sichang - Kunming, Yunnan",Curtiss Wright C-46,?,?,28 (passengers:25 crew:3),28 (passengers:25 crew:3),0,"Crashed into a 15,000 ft. mountain shortly after taking off from Sichang."
ACCIDENT DETAILS,"September 25, 1946",9:31,Near Hong Kong International Airport,22.3134736,113.9137283,Military - Royal Air Force,?,Hong Kong - Singapore,Douglas C-47B-25-DK,KN414,16091/32839,19 (passengers:14 crew:5),19 (passengers:14 crew:5),0,"The aircraft departed Hong Kong, Runway 31, climbing to a height of 700-800 feet. At that point the airplane lost control and crashed. The Dakota possibly stalled after encountering turbulence from the foothills."
ACCIDENT DETAILS,"September 27, 1946",?,"Near Milngavie, Stirlingshire, Scotland",56.21056,-4.5182471,Railway Air Service Ltd.,?,Islay - Glascow,de Havilland 89A Dragon Rapide,G-AFFF,?,7 (passengers:5 crew:2),7 (passengers:5 crew:2),0,Crashed into a hill in low overcast weather. Navigation error.
ACCIDENT DETAILS,"September 27, 1946",17:30,"Rio Doce, Brazil",-20.2448257,-42.8962967,Panair do Brasil,?,Belo Horizonte - Rio de Janerio,Douglas DC-3A-228D,PP-PCH,4087,25 (passengers:22 crew:3),25 (passengers:22 crew:3),0,Crashed into a mountainside north of Rio de Janerio after being possibly struck by lightning.
ACCIDENT DETAILS,"October 03, 1946",c 03:30,"Stephenville, Newfoundland",48.5500734,-58.5761704,American Overseas Airlines,?,Gander - Shannon,Douglas C-54E-5-DO,NC90904,27290,39 (passengers:31 crew:8),39 (passengers:31 crew:8),0,"Took off from Gander and flew in a straight line into a mountain ridge 71 miles from the airport. The aircraft was named ""Flagship New England."" It can be concluded that the captain was not alert to the procedure necessary for a safe climb from the runway. The action of the pilot in maintaining the direction of take-off toward higher terrain over which adequate clearance could not be gained."
ACCIDENT DETAILS,"October 06, 1946",7:30,"Off Penang, Malaya",5.2632341,100.4846227,Military -Royal Air Force,?,?,Avro 685 York 1,MW125,?,21 (passengers:15 crew:6),21 (passengers:15 crew:6),0,Crashed in the Strait of Malacca while en route.
ACCIDENT DETAILS,"October 07, 1946",11:20,"Apeldoorn, The Netherlands",52.211157,5.9699231,Military - Royal Netherlands Naval Air Service,?,?,Fairey Firefly MK1,PP526,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),22,The pilot of the single engine fighter made an unauthorized flight to Apeldoorn and began flying low to attract attention. The aircraft lost altitude during a maneuver and crashed into a high school killing 22 on the ground.
ACCIDENT DETAILS,"October 08, 1946",4:33,"Cheyenne, Wyoming",41.1347435,-104.8211901,United Air Lines,28,San Francisco - Cheyenne - Chicago,Douglas DC-4,N30051,10471,41 (passengers:37 crew:4),2 (passengers:2 crew:0),0,"After two landing attempts, the pilot tried to land on a different runway. The wing struck the ground and the plane skidded 800 ft. A loss of altitude during a turn preparatory to a final approach while the pilot was manoeuvring in an attempt to land. The aircraft was named ""Mainliner Lake Michigan."""
ACCIDENT DETAILS,"October 10, 1946",20:00,"Near Sefrou, Morocco",33.8305244,-4.8353154,Air Ocean,?,Paris - Casablanca,Junkers Ju-52/3m,F-BCAA,AAC281,16 (passengers:11 crew:5),16 (passengers:11 crew:5),0,Crashed into a mountain while en route. Navigation error.
ACCIDENT DETAILS,"October 17, 1946",0:57,"Laramie, Wyoming",41.3113669,-105.5911007,National Air Transport Services,942,Oakland - Chicago,Douglas DC-3,NC38942,12971,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,Crashed during a snowstorm into prairie lands while attempting to land at Laramie. Weather conditions were deteriorating rapidly and worse than predicted. The action of the pilot in maneuvering the aircraft at a dangerously low altitude under extremely adverse weather conditions in an attempt to land. A contributing factor was the negligence of the pilot in planning a flight into an area in which adverse weather conditions were forecast without making adequate provisions for a suitable alternate airport.
ACCIDENT DETAILS,"October 17, 1946",?,"Near Chitral, India",22.1834038,72.9419965,Military - Royal Air Force,?,?,Douglas C-47B,KN236,15659/27104,11 (passengers:? crew:?),11 (passengers:? crew:?),0,"Struck an 11,000 ft. mountain."
ACCIDENT DETAILS,"October 23, 1946",?,"Gebel Kalamoun, Egypt",26.820553,30.802498,Socotra,?,Paris - Cairo,Junkers JU-52/3m,F-BCHD,AAC311,24 (passengers:22 crew:2),1 (passengers:1 crew:0),0,The plane crashed into a hill after attempting to make a forced landing after running out of fuel.
ACCIDENT DETAILS,"November 01, 1946",?,"St Leger-la-Montagne, France",46.029218,1.418574,CTA Languedoc Roussillon,?,Paris - Toulouse - Casablanca,AAC-1 Toucan,F-BCAD,284,27 (passengers:24 crew:3),23 (passengers:20 crew:3),0,Crashed into mountains while en route. The pilot descended to lower altitiude to rid the plane of ice.
ACCIDENT DETAILS,"November 05, 1946",18:30,"Near Moscow, Russia",55.7568721,37.6150527,Aeroflot,?,"Riga, Latvia - Moscow",Douglas C-47,SSSR-L946,?,26 (passengers:? crew:?),13 (passengers:? crew:?),?,Stalled after a overshoot in heavy fog. Crew error.
ACCIDENT DETAILS,"November 11, 1946",3:30,"Cleveland, Ohio",41.49932,-81.6943605,United Air Lines,404,Chicago - Cleveland,Douglas DC-3 (C-53D-DO),N19947,4873,20 (passengers:17 crew:3),2 (passengers:0 crew:2),0,Struck power lines and trees and crashed 500 feet short of the runway. The error of the pilot in establishing an approach toward an area not cleared for landing as a result of having mistaken the end markers of Runway 23 for those of Runway 31. A contributing factor was the failure of the pilot to abandon his attempt to land at Cleveland Airport when confronted with weather conditions below the minimums prescribed for that airport.
ACCIDENT DETAILS,"November 13, 1946",3:41,"Lebec, California",34.8416435,-118.8648189,Western Airlines,23,Palmdale - Burbank,Douglas C-53D-DO (DC-3),NC18645,11662,11 (passengers:8 crew:3),11 (passengers:8 crew:3),0,"The aircraft crashed into White Mountain at an elevation of 6,000 feet, in rain and 70 mph winds after being blown off course while on a heading from Palmdale to Newhall. Possible downdraft. The action of the pilot in making an instrument letdown without previously establishing a positive radio fix. This action was aggravated by conditions of severe static, wind in excess of anticipated velocities, preoccupation with an unusual amount of radio conversation, and the inoperative Newhall radio range."
ACCIDENT DETAILS,"November 13, 1946",8:18,"Near Cofre de Perote, Mexico",19.4933333,-97.1483333,Empressa Commun. Aéreas de Veracruz,?,Mexico City - Veracruz,Douglas DC-3,XA-FOZ,?,15 (passengers:12 crew:3),15 (passengers:12 crew:3),0,"Crashed into an 11,000 ft. mountain obscured by clouds."
ACCIDENT DETAILS,"November 14, 1946",c 20:15,"Amsterdam, Netherlands",52.3675734,4.9041389,KLM Royal Dutch Airlines,?,London - Amsterdam,Douglas C-47A-90 DL (DC-3),PH-TBW,20122,26 (passengers:21 crew:5),26 (passengers:21 crew:5),0,"The flight crashed during a third landing attempt in inclement weather. The pilot, not lined up with the runway, made a sharp left turn. The wing hit the ground and the aircraft exploded in flames."
ACCIDENT DETAILS,"November 16, 1946",23:30,North Pacific Ocean,-8.783195,-124.508523,Military - U.S. Army Air Forces,?,Guam - Iwo Jima,Douglas C-47,?,?,23 (passengers:15 crew:8),23 (passengers:15 crew:8),0,"Made a 360 degree turn and dove into the sea, 15 miles off Iwo Jima ."
ACCIDENT DETAILS,"November 26, 1946",c 10:30,"San Jose, Costa Rica",9.9280694,-84.0907246,Lineas Aéreas Costarricenses LACSA,?,?,Douglas DC-3 (C-47A-90-DL),RX-76,20590,22 (passengers:20 crew:2),22 (passengers:20 crew:2),0,Struck Cedrel mountain while making an approach to San Jose.
ACCIDENT DETAILS,"November 30, 1946",?,"El Palomar, Argentina",-34.6266731,-58.5943604,Fuerza Aérea Argentina,?,?,Vickers 620 Viking 1,T-1,113,18 (passengers:15 crew:3),5 (passengers:2 crew:3),0,"Following engine failure, the captain lost control and crashed while trying to land."
ACCIDENT DETAILS,"December 04, 1946",?,"Meshed, Iran",36.2972006,59.60669,Aeroflot,?,Meshed - Teheran,Lisunov Li-2,?,?,24 (passengers:? crew:?),24 (passengers:? crew:?),0,Crashed shortly after takeoff from Meshed airport.
ACCIDENT DETAILS,"December 10, 1946",13:10,"Near Osaka, Japan",34.6937249,135.5022535,Military - U.S. Army Air Forces,?,?,Curtiss-Wright C-46F-CU,44-78604,22427,24 (passengers:19 crew:5),24 (passengers:19 crew:5),0,Crashed 3 miles southwest of Itami Air Base shortly after taking off. Loss of engine power for reasons unknown.
ACCIDENT DETAILS,"December 10, 1946",?,"Toledo, Washington",46.4398305,-122.846783,Military - U.S. Marine Corps,?,"Miramar NAS, California - Sand Point NB, Seattle",Curtiss-Wright R5C-1,39528,?,32 (passengers:29 crew:3),32 (passengers:29 crew:3),0,"The crew reported picking up ice before disappearing without a trace while en route. The last reported positon was 30 miles south of Toledo, Washington. Found 11 months later at Mt. Rainer."
ACCIDENT DETAILS,"December 14, 1946",?,"Mt. Banahaur, Philippines",14.0675,121.4925,Far Eastern Air Transport,?,Grace Park AF - Lucena,Douglas DC-3 (C-47-B-1-DK),PI-C-1,25436/13991,14 (passengers:10 crew:4),12 (passengers:9 crew:3),0,Crashed into tree tops on Mt. Banahaur. The pilot and 1 passenger survived.
ACCIDENT DETAILS,"December 17, 1946",?,"Caribbean, Atlantic Ocean",21.4691137,-78.6568942,Winged Cargo Inc.,?,"Kingston, Jamaca - San Jose",Douglas C-47A,NC88876,9249,7 (passengers:5 crew:2),7 (passengers:5 crew:2),0,Disappeared en route. Never found.
ACCIDENT DETAILS,"December 23, 1946",14:30,"Near Rio de Janeiro, Brazil",-22.9068467,-43.1728965,FAMA (Argentina),?,London - Buenos Aires.,Avro 685 York I,LV-XIG,1365,21 (passengers:15 crew:6),21 (passengers:15 crew:6),0,"Poor weather at the destination airport forced the crew to divert to Rio de Janeiro. While approaching to land the aircraft flew into a mountain, 14 miles from the airport."
ACCIDENT DETAILS,"December 24, 1946",19:19,"Near San Diego, California",32.715738,-117.1610838,Western Airlines,44,Holtville - San Diego,Douglas DC-3 ( C-53D-DO),NC45395,42-68715,12 (passengers:9 crew:3),12 (passengers:9 crew:3),0,"Crashed east slope of Cuyapaipe Mountain at 6,120 ft. in San Diego County in poor weather conditions. The conduct of the flight at an altitude which would not clear obstructions, due to an error by the pilot in determining his position with respect to Laguna Mountain."
ACCIDENT DETAILS,"December 25, 1946",17:00,"Near Wusong, Jiangsu, China",34.03058,118.8964,CNAC,115,Chunking - Shanghi,Curtiss C-47,?,?,34 (passengers:31 crew:3),13 (passengers:10 crew:3),3,Crashed after a failed landing attempt at Kiangwan Airport in rain fog and overcast. The plan overshot the runway and crashed into a residential area.
ACCIDENT DETAILS,"December 25, 1946",1700,"Near Shanghai, China",31.230416,121.473701,CNAC,140,Chunking - Shanghi,Douglas DC-3,?,?,30 (passengers:27 crew:3),20 (passengers:17 crew:3),0,"While attempting to land in rain and fog, the aircraft ran out of fuel, stalled and crashed at Lunghwa field."
ACCIDENT DETAILS,"December 25, 1946",1745,"Shanghai, China",31.230416,121.473701,CATA,48,Chunking - Shanghai,Douglas C-47,?,?,11 (passengers:7 crew:4),11 (passengers:7 crew:4),5,"In heavy fog, the aircraft struck the roof of a nearby building and cartwheeled into a neighborhood 1 mile from Lunghwa Airport killing some on the ground."
ACCIDENT DETAILS,"December 28, 1946",?,"Walshville, Illinois",39.07088,-89.6189784,Kansas City Southern Skyways,?,"Flint, MI - Washville, IL",Douglas C-47A,NC58024,9378,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane crashed after both engines failed. Fuel exhaustion.
ACCIDENT DETAILS,"December 28, 1946",02:09Z,"Near Shannon, Ireland",52.7117822,-8.8783365,Trans Continental and Western Air,6963,Paris - Shannon,Lockheed 049 Consellation,NC86505,2026,23 (passengers:14 crew:9),13 (passengers:9 crew:4),0,"Crashed 1 mile from the airport on an island situated on the Fergus River. Inaccurate altimeter reading caused by the reversal of the primary and static source lines which resulted in the pilot making his approach at too low an altitude. Also, restriction of vision from the cockpit because of fogging of an unheated windshield. The plane was named Cairo Skychief."
ACCIDENT DETAILS,"December 28, 1946",9:19,"Michigan City, Indiana",41.7075394,-86.8950297,American Airlines,2207,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),N15577,4805,21 (passengers:18 crew:3),2 (passengers:0 crew:2),0,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.
ACCIDENT DETAILS,"December 28, 1946",?,"Walshville, Illinois",39.07088,-89.6189784,Kansas City Southern Skyways,?,"Flint, MI - Washville, IL",Douglas C-47A,NC58024,9378,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane crashed after both engines failed. Fuel exhaustion.
ACCIDENT DETAILS,"January 03, 1947",?,"Sao Paulo, Brazil",-23.5557714,-46.6395571,Panair do Brasil,?,?,Sikorsky S-43B (flying boat),PP-PBN,4315,14 (passengers:11 crew:3),11 (passengers:8 crew:3),0,"Crashed into the Solimoes River, an extension of the Amazon river."
ACCIDENT DETAILS,"January 05, 1947",?,"Tsingtao, China",36.0662299,120.38299,China National Aviation Corporation,?,Shanghai - Tsingtao - Beijing,Curtis C-46,XT-T51,?,43 (passengers:38 crew:5),43 (passengers:38 crew:5),0,Crashed into a mountain while on approach in low overcast.
ACCIDENT DETAILS,"January 05, 1947",c 20:00,"Carmel, New Jersey",39.4342818,-75.1212927,Nationwide Air Transport,?,Miami - Raleigh - Washington,Douglas DC-3,N50046,34373,23 (passengers:20 crew:3),3 (passengers:2 crew:1),0,"The aircraft diverted from Washington to Millville because of heavy traffic in the Washington area. Near fuel exhaustion forced the crew to carry out an emergency landing. While maneuvering to find a suitable location during heavy snow, the aircraft struck trees and crashed. Failure of the Weather Bureau to anticipate below minimum conditions north and south of Washington. Failure of CAA to transmit the flight plan to Millville in sufficient time to alert that station to the arrival of the flight."
ACCIDENT DETAILS,"January 11, 1947",1730,"Near Lympne, England",51.075215,1.025608,British Overseas Airways,?,London - Bordeaux - Lagos,Douglas C-47A-1-DK,G-AGJX,12014,16 (passengers:11 crew:5),8 (passengers:4 crew:4),0,Ran out of fuel and crashed after not being able to land at Bordeaux or Paris and attempting to land at Lympne. Poor planning and operation by the crew. Poor weather conditions encountered throughout the flight. Crew unfamilar with route.
ACCIDENT DETAILS,"January 11, 1947",?,"Off Laoag, China",35.86166,104.195397,Far Eastern Air Transport,?,Shanghai - Manila,Douglas DC-4 (C-54A-DO),PI-C100,3106,42 (passengers:37 crew:5),7 (passengers:7 crew:0),0,The plane ditched into the Pacific Ocean 80 miles west of Laoaq after a fire broke out in the No. 2 engine.
ACCIDENT DETAILS,"January 12, 1947",138,"Near Galax, Virginia",36.6612387,-80.9239671,Eastern Air Lines,665,"Akron, OH - Winston/Salem, NC",Douglas DC-3,NC88872,3274,19 (passengers:16 crew:3),18 (passengers:15 crew:3),0,"The aircraft flew into the ground at an altitude of 2,500 ft., 63 miles northwest of Winston-Salem. The pilot took an unapproved route and let down without having positively determined the position of the aircraft. A contributing factor was the erroneous navigation of the pilot which on at least two occasions led him to believe that he was farther south than he actually was."
ACCIDENT DETAILS,"January 14, 1947",900,"Near Puebla, Mexico",19.0414398,-98.2062727,Military - Mexican Air Force,?,Puebla - Oaxaca,Lockheed C-60 Lodestar,60-03,182607,21 (passengers:17 crew:4),21 (passengers:17 crew:4),0,Crashed and burned moments after takeoff. Failure of the right engine.
ACCIDENT DETAILS,"January 22, 1947",?,"Puesto Araujo, Colombia",6.51669,-74.09996,AVIANCA,?,Bogota - Barrancabermeja,Douglas DC-3 ( C-47-DO),C-108,4829,17 (passengers:13 crew:4),17 (passengers:13 crew:4),0,Crashed in the jungles of the Magdalena river valley. Wreckage found a week later.
ACCIDENT DETAILS,"January 25, 1947",1140,"Croydon, Surrey, England",51.3769529,-0.0956895,Spencer Airways / Ceskoslovenske Aerolinie,?,Croydon - Rome - Salisbury,Douglas C-47 / Douglas DC-3,VP-YFD/OK-WDB,19979 / 9503,23 (passengers:18 crew:5),12 (passengers:11 crew:1),0,"Just after becoming airborne, the plane never gained altitude, overran the runway and crashed into a Ceskoslovenske Dakota. Twelve killed on the Spencer Airways none on the Ceskoslovenske. Loss of control by the captain of the Spencer Airways plane, who, when attempting to take-off a heavily loaded aircraft in poor visibility allowed it to become airborne in a semi-stalled condition."
ACCIDENT DETAILS,"January 25, 1947",1400,"Chongqing, China",29.5656843,106.5511838,China National Aviation Corporation,?,Canton - Chungking - Hong Kong,Douglas DC-3,?,?,19 (passengers:16 crew:3),19 (passengers:16 crew:3),0,Crashed into mountains 120 miles south of Chunking.
ACCIDENT DETAILS,"January 25, 1947",?,Hong Kong,22.3193039,114.1693611,Philippine Air Lines,?,?,Douglas C-47A,PI-C12,13508,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,The cargo plane struck Mt. Parker on approach.
ACCIDENT DETAILS,"January 26, 1947",1530,"Copenhagen, Denmark",55.6760968,12.5683371,KLM Royal Dutch Airlines,?,Kobenhavn - Stockholm,Douglas C- C47A-30DK,PH-TCR,25479,22 (passengers:18 crew:4),22 (passengers:18 crew:4),0,"During takeoff from Kobenhavn-Kastrup Airport, ,the aircraft rose to a height of 150 feet and then crashed to the ground in a fireball. Failure to remove the elevator locking pins prior to takeoff. Singer Grace Moore, 48, and Swedish crown prince, Gustav Adolf, 41, among those killed."
ACCIDENT DETAILS,"January 28, 1947",1200,"Near Hankow, China",33.641613,109.700463,China National Aviation Corporation,?,Shanghai - Hankow - Chungking,Curtiss C-46,?,?,26 (passengers:24 crew:2),25 (passengers:23 crew:2),0,Crashed while en route about 30 minutes after takeoff. A four-year-old boy survived. Fire in the left wing leading to separation of the wing.
ACCIDENT DETAILS,"February 01, 1947",1845,"Near Lisbon, Portugal",38.7222524,-9.1393366,Air France,?,Paris - Bordeaux - Lisbon,Douglas DC-3C,F-BAXQ,13806/25251,20 (passengers:15 crew:5),19 (passengers:14 crew:5),0,Crashed into Cintra mountain while on approach in poor weather condtions.
ACCIDENT DETAILS,"February 05, 1947",?,"Harrington, Delaware",38.9237244,-75.5777033,International Air Freight,?,"New York, NY - Raleigh, NC",Douglas DC-3,NC54451,13873/25318,3 (passengers:0 crew:3),1 (passengers:0 crew:1),0,"The cargo plane diverted to Harrington after a No. 2 engine rpm reduction. The plane approached downwind, overshot and struck some trees. Fuel contamination."
